post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score,user name ,followers
384,Instagram,text,2023-03-20 16:45,Could be better.,"#InstaDaily, #Foodie",3062,220,916,16,2,16,Monday,negative,bgatusan,6949
385,Instagram,video,2023-06-07 12:15,Could be better.,"#Travel, #Tech",5000,344,753,16,2,12,Wednesday,negative,sbougourdao,12517
386,Facebook,text,2023-07-16 23:15,Disappointed but moving on.,"#Social, #Family",1239,81,424,27,2,23,Sunday,negative,lomahonyap,8642
387,Twitter,text,2023-11-27 07:45,Feeling down today.,"#Sports, #Trending, #Politics",261,170,477,19,3,7,Monday,negative,hwakesaq,31275
388,Facebook,image,2023-05-18 12:30,Could be better.,"#Family, #Events",825,457,771,16,2,12,Thursday,negative,schaisear,21693
389,Twitter,text,2023-02-02 00:00,What do you think?,#Tech,1439,97,453,18,1,0,Thursday,neutral,csheepyas,9130
390,Instagram,image,2023-11-08 20:30,Exciting news! 🚀,"#Travel, #InstaDaily, #Fitness",4064,50,904,16,3,20,Wednesday,positive,rmateuszczykat,14086
391,Twitter,carousel,2023-11-13 02:15,Could be better.,"#Politics, #Sports",2952,212,493,16,2,2,Monday,negative,cfennellyau,33739
392,Instagram,poll,2023-02-28 16:15,"New post, check it out!","#Photography, #Beauty, #Fashion",2738,94,892,23,3,16,Tuesday,neutral,pfowleyav,46375
393,Facebook,video,2023-10-26 06:00,Could be better.,#Marketing,3924,239,550,16,1,6,Thursday,negative,naspinalaw,29107
394,Instagram,image,2023-10-11 17:45,"New post, check it out!",#Beauty,4856,396,37,23,1,17,Wednesday,neutral,yharkinsax,8863
395,Facebook,video,2023-08-17 15:30,Could be better.,#Family,7,287,886,16,1,15,Thursday,negative,gmcauleyay,11795
396,Facebook,image,2023-03-21 09:15,Amazing experience! 🌟,#Community,4096,262,417,21,1,9,Tuesday,positive,rharriganaz,24266
397,Twitter,text,2023-04-26 16:45,Best day ever! 🎉,"#Trending, #News, #Politics",1818,32,245,16,3,16,Wednesday,positive,gruckmanb0,15887
398,Twitter,image,2023-04-10 13:45,Amazing experience! 🌟,#Entertainment,1055,180,231,21,1,13,Monday,positive,gwrinchb1,49610
399,Facebook,carousel,2023-01-01 05:45,Here's a quick update.,"#Community, #Events, #Friends",1500,214,419,22,3,5,Sunday,neutral,jdaiceb2,43528
400,Twitter,carousel,2023-03-17 06:45,Amazing experience! 🌟,"#News, #Memes, #Politics",1489,79,200,21,3,6,Friday,positive,dfarbrotherb3,16509
401,Facebook,text,2023-10-23 20:45,"New post, check it out!",#Family,2948,309,1000,23,1,20,Monday,neutral,cgolbournb4,3986
402,Twitter,carousel,2023-03-14 01:15,Here's a quick update.,#Memes,246,70,325,22,1,1,Tuesday,neutral,astrutb5,15852
403,Twitter,image,2023-09-23 22:00,Amazing experience! 🌟,#News,3469,200,2,21,1,22,Saturday,positive,mlindblomb6,27275
404,Twitter,image,2023-05-15 15:15,Loving this new vibe! 😍,"#Tech, #News, #Entertainment",2779,226,216,23,3,15,Monday,positive,cpetrasb7,31393
405,Instagram,carousel,2023-05-30 17:30,Feeling down today.,"#Foodie, #Fashion",8,43,219,19,2,17,Tuesday,negative,onapletonb8,22021
406,Instagram,image,2023-11-22 08:00,Just another day.,"#Fitness, #Beauty",210,147,832,17,2,8,Wednesday,neutral,mtrussellb9,46290
407,Twitter,carousel,2023-04-11 06:15,Could be better.,#Entertainment,880,205,475,16,1,6,Tuesday,negative,nmartignoniba,24553
408,Facebook,carousel,2023-04-10 15:45,Here's a quick update.,"#Social, #Family",2319,276,833,22,2,15,Monday,neutral,dfaichbb,40507
409,Instagram,text,2023-11-08 10:00,Could be better.,"#Fashion, #Travel",2925,416,571,16,2,10,Wednesday,negative,dblaxlandbc,15366
410,Twitter,poll,2023-04-15 18:30,Amazing experience! 🌟,#Tech,2754,137,330,21,1,18,Saturday,positive,tcannambd,32910
411,Facebook,poll,2023-08-17 09:30,Could be better.,"#Marketing, #Social",1364,270,419,16,2,9,Thursday,negative,myoungebe,3210
412,Facebook,carousel,2023-09-26 02:00,Just another day.,"#Events, #Social, #Friends",3647,257,126,17,3,2,Tuesday,neutral,mbowheybf,2534
413,Instagram,carousel,2023-10-21 01:30,Exciting news! 🚀,#Travel,78,289,958,16,1,1,Saturday,positive,bespinolabg,12787
414,Instagram,text,2023-08-14 04:45,Not my best day. 😞,"#InstaDaily, #Tech",898,251,617,18,2,4,Monday,negative,jsuermeierbh,5967
415,Facebook,video,2023-07-29 08:45,Not my best day. 😞,"#Community, #Family",1864,500,250,18,2,8,Saturday,negative,tgiamittibi,42394
416,Instagram,text,2023-09-07 03:15,Best day ever! 🎉,"#Fitness, #Foodie, #Beauty",1425,285,757,16,3,3,Thursday,positive,pdemageardbj,22537
417,Twitter,carousel,2023-08-22 12:00,Best day ever! 🎉,#Sports,3417,78,284,16,1,12,Tuesday,positive,jdampneybk,16171
418,Facebook,text,2023-07-06 05:15,What do you think?,"#Social, #Events, #Friends",2613,98,681,18,3,5,Thursday,neutral,yrobshawbl,3066
419,Twitter,carousel,2023-03-29 03:30,Best day ever! 🎉,#Sports,2701,41,235,16,1,3,Wednesday,positive,redglerbm,49222
420,Twitter,poll,2023-12-09 16:00,Just another day.,#Memes,42,52,23,17,1,16,Saturday,neutral,tstoodbn,13465
421,Facebook,text,2023-08-27 21:30,"New post, check it out!","#Family, #Community",1917,263,706,23,2,21,Sunday,neutral,elyvonbo,22759
422,Instagram,image,2023-04-28 07:30,Exciting news! 🚀,"#Fashion, #Photography",151,153,914,16,2,7,Friday,positive,srollinsbp,45496
423,Twitter,poll,2023-12-02 21:30,Just another day.,#Memes,243,21,243,17,1,21,Saturday,neutral,thubbocksbq,22148
424,Twitter,image,2023-12-27 14:45,Here's a quick update.,#Politics,2235,53,277,22,1,14,Wednesday,neutral,azutebr,43792
425,Instagram,text,2023-05-27 18:30,Amazing experience! 🌟,"#Foodie, #Beauty, #Photography",2114,483,838,21,3,18,Saturday,positive,mallewaybs,5750
426,Instagram,carousel,2023-06-21 20:00,Amazing experience! 🌟,#Beauty,5000,429,770,21,1,20,Wednesday,positive,cmcclymondbt,17121
427,Facebook,carousel,2023-12-28 10:15,Disappointed but moving on.,"#Community, #Friends, #Family",837,62,65,27,3,10,Thursday,negative,cdahlbackbu,26604
428,Facebook,image,2023-09-25 17:30,Could be better.,#Community,1626,248,213,16,1,17,Monday,negative,rmayoubv,34436
429,Facebook,image,2023-09-19 15:15,Here's a quick update.,"#Friends, #Events, #Community",426,168,940,22,3,15,Tuesday,neutral,jdominybw,15729
430,Twitter,video,2023-01-25 11:15,Amazing experience! 🌟,"#Politics, #Tech, #News",795,32,336,21,3,11,Wednesday,positive,rdietzbx,32558
431,Instagram,text,2023-08-28 05:30,Not my best day. 😞,"#Fashion, #Fitness, #Foodie",3337,314,776,18,3,5,Monday,negative,sdibdaleby,38452
432,Twitter,poll,2023-12-22 09:00,Loving this new vibe! 😍,"#Politics, #Entertainment",2253,144,342,23,2,9,Friday,positive,arefordbz,47306
433,Instagram,carousel,2023-02-01 18:45,Disappointed but moving on.,#Tech,5000,180,59,27,1,18,Wednesday,negative,greacec0,24497
434,Facebook,carousel,2023-09-12 11:00,Best day ever! 🎉,#Friends,1714,322,657,16,1,11,Tuesday,positive,wbeedellc1,8425
435,Facebook,text,2023-06-04 14:45,Could be better.,#Friends,3732,27,699,16,1,14,Sunday,negative,dsauntc2,16266
436,Twitter,video,2023-06-06 01:15,"New post, check it out!",#Trending,2795,210,30,23,1,1,Tuesday,neutral,sbaylayc3,9664
437,Twitter,image,2023-05-03 21:30,Not my best day. 😞,#Memes,1597,163,244,18,1,21,Wednesday,negative,agoodshipc4,16494
438,Facebook,video,2023-04-13 20:30,"New post, check it out!",#Marketing,5000,500,822,23,1,20,Thursday,neutral,aglowaczc5,13319
439,Instagram,video,2023-11-20 13:15,Just another day.,"#InstaDaily, #Travel",1142,240,675,17,2,13,Monday,neutral,jtrubshawc6,32568
440,Twitter,video,2023-07-21 18:00,Here's a quick update.,"#Entertainment, #Memes",3866,229,420,22,2,18,Friday,neutral,ejollissc7,27563
441,Facebook,video,2023-01-24 01:45,Not my best day. 😞,"#Events, #Friends",4845,173,422,18,2,1,Tuesday,negative,qcommuccic8,25316
442,Twitter,carousel,2023-11-26 09:00,Best day ever! 🎉,"#News, #Tech, #Politics",27,146,322,16,3,9,Sunday,positive,mfenningc9,9095
443,Facebook,image,2023-04-22 23:00,Could be better.,#Events,4557,234,589,16,1,23,Saturday,negative,kmarsyca,33729
444,Twitter,text,2023-02-23 16:00,What do you think?,#Tech,1448,87,228,18,1,16,Thursday,neutral,kclacsoncb,9265
445,Facebook,video,2023-10-06 01:15,Could be better.,"#Social, #Community",1062,399,805,16,2,1,Friday,negative,apettingercc,41886
446,Instagram,carousel,2023-12-30 09:45,Best day ever! 🎉,"#Beauty, #Travel",1585,87,413,16,2,9,Saturday,positive,nfantincd,18486
447,Twitter,image,2023-06-01 06:00,Best day ever! 🎉,#News,1619,203,400,16,1,6,Thursday,positive,tlubeckce,28290
448,Twitter,text,2023-12-30 18:15,What do you think?,#News,2034,78,375,18,1,18,Saturday,neutral,kellsoncf,14187
449,Facebook,image,2023-09-13 04:00,Not my best day. 😞,"#Friends, #Social",263,231,365,18,2,4,Wednesday,negative,dswaddlecg,39248
450,Instagram,poll,2023-06-12 10:00,Exciting news! 🚀,"#Fashion, #InstaDaily, #Tech",103,152,181,16,3,10,Monday,positive,kdarkech,17540
451,Facebook,video,2023-02-12 00:45,Just another day.,"#Community, #Family",5000,160,137,17,2,0,Sunday,neutral,mpollandci,22398
452,Instagram,image,2023-05-14 11:00,Amazing experience! 🌟,#Beauty,2492,344,679,21,1,11,Sunday,positive,leffauntcj,1097
453,Twitter,video,2023-11-10 06:15,Disappointed but moving on.,#Tech,3374,151,208,27,1,6,Friday,negative,dadaock,40762
454,Twitter,poll,2023-12-06 03:45,Best day ever! 🎉,"#Memes, #Sports",955,58,51,16,2,3,Wednesday,positive,dspradbrowcl,5569
455,Twitter,video,2023-05-13 10:45,What do you think?,"#Sports, #Politics",2493,23,395,18,2,10,Saturday,neutral,ggrimmolbycm,30655
456,Twitter,text,2023-05-14 12:30,Exciting news! 🚀,"#News, #Trending",1480,154,369,16,2,12,Sunday,positive,melcoxcn,10714
457,Instagram,image,2023-08-18 07:15,Loving this new vibe! 😍,"#Travel, #Foodie, #Tech",4629,424,293,23,3,7,Friday,positive,sstuddeco,1875
458,Twitter,poll,2023-06-25 13:30,Exciting news! 🚀,#Sports,450,131,74,16,1,13,Sunday,positive,lfancecp,39819
459,Facebook,carousel,2023-07-08 04:15,Here's a quick update.,#Family,1644,63,475,22,1,4,Saturday,neutral,bbudnkcq,7448
460,Twitter,poll,2023-05-06 13:30,Just another day.,"#Sports, #Entertainment",784,160,59,17,2,13,Saturday,neutral,mspyercr,23035
461,Twitter,video,2023-02-19 20:45,Here's a quick update.,"#Memes, #News",4258,124,66,22,2,20,Sunday,neutral,wbumcs,29531
462,Facebook,video,2023-11-15 00:45,Just another day.,#Friends,4720,238,0,17,1,0,Wednesday,neutral,aphelitct,44783
463,Twitter,carousel,2023-01-20 01:00,"New post, check it out!",#News,2284,53,218,23,1,1,Friday,neutral,ekeasycu,6929
464,Facebook,carousel,2023-04-22 18:00,"New post, check it out!","#Events, #Marketing, #Social",3164,61,398,23,3,18,Saturday,neutral,syoskowitzcv,33513
465,Instagram,carousel,2023-10-05 14:30,What do you think?,#Travel,4102,180,343,18,1,14,Thursday,neutral,gswanstoncw,4663
466,Instagram,poll,2023-12-23 05:30,What do you think?,#Fitness,3394,16,217,18,1,5,Saturday,neutral,jpoagcx,33333
467,Facebook,poll,2023-09-15 05:15,Just another day.,#Marketing,1676,176,459,17,1,5,Friday,neutral,rsorelcy,46732
468,Facebook,carousel,2023-10-17 12:00,Loving this new vibe! 😍,#Friends,1933,161,979,23,1,12,Tuesday,positive,byessoncz,39933
469,Twitter,carousel,2023-03-05 00:00,Here's a quick update.,#Memes,2407,173,379,22,1,0,Sunday,neutral,dthorped0,12797
470,Twitter,carousel,2023-11-04 19:45,Amazing experience! 🌟,#Trending,3090,67,265,21,1,19,Saturday,positive,lhenrotd1,41922
471,Twitter,text,2023-07-05 10:00,Amazing experience! 🌟,"#Memes, #Entertainment",767,28,155,21,2,10,Wednesday,positive,naisbettd2,26009
472,Facebook,poll,2023-04-07 14:45,Here's a quick update.,#Social,4811,115,683,22,1,14,Friday,neutral,mheighod3,34463
473,Twitter,text,2023-06-27 14:45,Loving this new vibe! 😍,"#Trending, #Memes, #Sports",1675,54,89,23,3,14,Tuesday,positive,ymerilld4,22736
474,Twitter,text,2023-08-25 15:45,Loving this new vibe! 😍,"#Trending, #Entertainment",871,92,355,23,2,15,Friday,positive,rmanassd5,37305
475,Instagram,text,2023-03-01 06:45,Loving this new vibe! 😍,"#Fitness, #Beauty, #Tech",217,289,299,23,3,6,Wednesday,positive,rbedlingtond6,46346
476,Instagram,text,2023-01-27 01:00,Could be better.,"#Fitness, #Tech",2615,376,70,16,2,1,Friday,negative,rmoormand7,39937
477,Twitter,poll,2023-10-22 23:15,Best day ever! 🎉,"#Tech, #News, #Entertainment",72,118,4,16,3,23,Sunday,positive,dblazevicd8,8316
478,Instagram,video,2023-06-19 16:00,Exciting news! 🚀,#Fashion,2291,323,277,16,1,16,Monday,positive,qmcgilvaryd9,26535
479,Facebook,video,2023-01-09 12:45,Not my best day. 😞,"#Community, #Friends",2700,367,101,18,2,12,Monday,negative,skrautda,32239
480,Instagram,poll,2023-07-31 23:30,Loving this new vibe! 😍,#Travel,1121,369,662,23,1,23,Monday,positive,dgosneydb,26726
481,Instagram,poll,2023-05-19 19:30,Exciting news! 🚀,"#Beauty, #Tech, #Travel",2565,175,952,16,3,19,Friday,positive,rlilburndc,15157
482,Twitter,poll,2023-09-24 15:30,Disappointed but moving on.,#Memes,3123,189,487,27,1,15,Sunday,negative,nespinasdd,9787
483,Twitter,carousel,2023-10-16 15:45,Not my best day. 😞,#Sports,1542,33,121,18,1,15,Monday,negative,astiegarde,27082
484,Facebook,poll,2023-11-11 00:15,Not my best day. 😞,#Marketing,747,397,755,18,1,0,Saturday,negative,bstivanidf,12858
485,Facebook,image,2023-05-29 08:15,Amazing experience! 🌟,"#Family, #Marketing",4306,209,923,21,2,8,Monday,positive,bscogginsdg,35546
486,Facebook,image,2023-07-06 06:45,Loving this new vibe! 😍,"#Friends, #Family",2057,328,870,23,2,6,Thursday,positive,aazamdh,31813
487,Facebook,image,2023-08-08 05:00,Loving this new vibe! 😍,#Family,3742,383,541,23,1,5,Tuesday,positive,hallbrookdi,38061
488,Twitter,carousel,2023-01-18 06:15,Exciting news! 🚀,"#Memes, #Sports",1154,145,21,16,2,6,Wednesday,positive,imcglonedj,4114
489,Twitter,video,2023-01-10 11:00,Exciting news! 🚀,"#Tech, #Memes",1615,161,315,16,2,11,Tuesday,positive,pgroutdk,39514
490,Facebook,poll,2023-05-13 14:30,Could be better.,"#Marketing, #Events",2295,447,817,16,2,14,Saturday,negative,rhaglingtondl,48446
491,Facebook,image,2023-10-02 17:30,Loving this new vibe! 😍,"#Events, #Community",3956,440,48,23,2,17,Monday,positive,fapplegarthdm,20588
492,Facebook,video,2023-01-20 10:45,What do you think?,"#Social, #Events",1198,276,76,18,2,10,Friday,neutral,gkeeridn,15790
493,Facebook,video,2023-08-13 21:30,What do you think?,"#Marketing, #Events, #Social",3868,417,912,18,3,21,Sunday,neutral,ctabarydo,6405
494,Facebook,image,2023-02-10 12:15,Exciting news! 🚀,"#Marketing, #Social",4532,427,362,16,2,12,Friday,positive,ppowersdp,45978
495,Twitter,text,2023-08-15 05:00,Loving this new vibe! 😍,#News,1386,162,83,23,1,5,Tuesday,positive,cjeromsondq,9522
496,Instagram,text,2023-08-29 08:15,"New post, check it out!","#Fitness, #Tech, #InstaDaily",46,178,652,23,3,8,Tuesday,neutral,jgamettdr,9106
497,Twitter,carousel,2023-01-19 13:00,Not my best day. 😞,"#Tech, #Sports",2304,211,341,18,2,13,Thursday,negative,rseifertds,39370
498,Instagram,image,2023-07-12 08:45,Feeling down today.,"#Tech, #Travel, #Fitness",3439,173,195,19,3,8,Wednesday,negative,mpeironedt,42573
499,Twitter,video,2023-11-07 02:15,Disappointed but moving on.,"#Politics, #News, #Trending",3165,188,212,27,3,2,Tuesday,negative,dwinsleydu,9868
500,Twitter,carousel,2023-12-26 18:15,What do you think?,"#Memes, #Tech, #Politics",2748,239,4,18,3,18,Tuesday,neutral,mdumsdaydv,4689
501,Instagram,text,2023-01-26 03:30,Could be better.,"#Photography, #InstaDaily",1261,304,256,16,2,3,Thursday,negative,mtiliodw,42386
502,Facebook,poll,2023-11-08 17:15,Just another day.,"#Community, #Friends",606,459,57,17,2,17,Wednesday,neutral,elibbiedx,39585
503,Facebook,poll,2023-08-06 14:15,Just another day.,#Social,1844,490,780,17,1,14,Sunday,neutral,cboldeckedy,9979
504,Facebook,image,2023-09-14 16:15,What do you think?,"#Community, #Social",3613,500,702,18,2,16,Thursday,neutral,mmanseldz,13678
505,Instagram,video,2023-01-22 02:45,Best day ever! 🎉,#Foodie,3507,283,142,16,1,2,Sunday,positive,cgilcrieste0,35384
506,Twitter,poll,2023-09-05 08:30,Just another day.,"#News, #Politics, #Memes",2231,90,50,17,3,8,Tuesday,neutral,gcalowe1,28617
507,Instagram,text,2023-06-08 04:45,Feeling down today.,"#Fashion, #InstaDaily",2795,145,920,19,2,4,Thursday,negative,ecarvillee2,40592
508,Twitter,text,2023-12-03 05:30,Loving this new vibe! 😍,"#News, #Trending",1094,143,387,23,2,5,Sunday,positive,lpepyee3,48198
509,Instagram,carousel,2023-03-28 08:00,Just another day.,#Fitness,3207,267,118,17,1,8,Tuesday,neutral,ggambelle4,11300
510,Twitter,poll,2023-12-13 12:00,Feeling down today.,#Tech,1125,102,331,19,1,12,Wednesday,negative,lwieprechte5,12359
511,Twitter,image,2023-08-18 06:15,Loving this new vibe! 😍,#Tech,1947,10,127,23,1,6,Friday,positive,qlancleye6,31741
512,Twitter,poll,2023-03-28 19:30,"New post, check it out!","#Sports, #News, #Trending",2547,203,462,23,3,19,Tuesday,neutral,bpampline7,47240
513,Twitter,carousel,2023-06-19 18:30,Here's a quick update.,"#Sports, #Memes",482,186,74,22,2,18,Monday,neutral,rpurdiee8,48106
514,Twitter,image,2023-03-03 05:00,Just another day.,"#Trending, #News, #Sports",1521,148,372,17,3,5,Friday,neutral,fspehre9,47833
515,Instagram,poll,2023-08-11 05:30,Here's a quick update.,#Photography,3773,304,550,22,1,5,Friday,neutral,ugalloneea,19496
516,Twitter,carousel,2023-06-03 01:30,Feeling down today.,"#Trending, #Sports",3138,133,281,19,2,1,Saturday,negative,dlampeteb,38665
517,Twitter,image,2023-05-17 20:15,What do you think?,"#Trending, #News",1764,229,252,18,2,20,Wednesday,neutral,iroxbyec,22879
518,Instagram,poll,2023-04-17 12:15,Could be better.,"#Photography, #Foodie, #InstaDaily",2218,76,964,16,3,12,Monday,negative,mandreazzied,44094
519,Instagram,carousel,2023-06-18 02:30,Not my best day. 😞,"#Beauty, #Fashion",4599,380,203,18,2,2,Sunday,negative,gsainteauee,16365
520,Twitter,image,2023-05-19 21:15,Here's a quick update.,#Memes,582,33,199,22,1,21,Friday,neutral,sbewfieldef,41633
521,Instagram,poll,2023-02-17 21:30,Here's a quick update.,"#Foodie, #InstaDaily",4261,271,483,22,2,21,Friday,neutral,jkoheneg,25963
522,Twitter,poll,2023-11-29 12:15,"New post, check it out!","#Politics, #Memes, #Trending",2000,111,117,23,3,12,Wednesday,neutral,jorumeh,37385
523,Instagram,image,2023-12-01 09:00,Here's a quick update.,"#Fashion, #Tech",1553,306,608,22,2,9,Friday,neutral,ttrenbeyei,15341
524,Facebook,text,2023-03-07 18:00,"New post, check it out!",#Family,1945,74,198,23,1,18,Tuesday,neutral,bchittieej,8788
525,Instagram,video,2023-06-15 00:00,Loving this new vibe! 😍,"#Foodie, #Travel, #Beauty",621,49,502,23,3,0,Thursday,positive,ymachosteek,6321
526,Instagram,text,2023-01-18 09:00,Could be better.,#Beauty,573,217,242,16,1,9,Wednesday,negative,dgaskillel,26522
527,Instagram,video,2023-03-23 08:15,Best day ever! 🎉,"#Photography, #Travel, #Tech",2016,500,974,16,3,8,Thursday,positive,ccanningem,28567
528,Facebook,poll,2023-08-19 20:15,What do you think?,"#Community, #Friends, #Events",1116,393,358,18,3,20,Saturday,neutral,dgiacomuzzoen,26690
529,Instagram,video,2023-03-19 19:45,Best day ever! 🎉,#Photography,4597,235,481,16,1,19,Sunday,positive,rashbyeo,35506
530,Twitter,video,2023-04-28 21:15,Best day ever! 🎉,"#Memes, #Sports",2044,255,102,16,2,21,Friday,positive,gdingleyep,22482
531,Instagram,text,2023-03-14 06:00,Best day ever! 🎉,#Photography,163,170,23,16,1,6,Tuesday,positive,akeneweleq,40231
532,Instagram,poll,2023-01-30 17:30,Here's a quick update.,#InstaDaily,4014,468,808,22,1,17,Monday,neutral,gcollumbeller,2583
533,Instagram,video,2023-08-29 05:15,Just another day.,"#Foodie, #Travel, #Tech",4754,500,774,17,3,5,Tuesday,neutral,fcollidgees,37201
534,Instagram,text,2023-06-29 09:45,Here's a quick update.,#Beauty,1778,333,406,22,1,9,Thursday,neutral,wnorawayet,11114
535,Facebook,image,2023-09-27 20:30,Feeling down today.,"#Social, #Marketing",2182,341,423,19,2,20,Wednesday,negative,rcollingtoneu,27060
536,Instagram,video,2023-07-10 19:00,Loving this new vibe! 😍,"#Fitness, #Travel",5000,64,426,23,2,19,Monday,positive,dbarrsev,44384
537,Twitter,text,2023-05-03 13:45,Disappointed but moving on.,"#Politics, #Memes, #Sports",244,158,446,27,3,13,Wednesday,negative,wmcillrickew,43377
538,Instagram,poll,2023-10-17 07:15,What do you think?,#Foodie,3355,483,263,18,1,7,Tuesday,neutral,cchartmanex,10048
539,Instagram,poll,2023-11-22 06:15,Disappointed but moving on.,#Fitness,1789,500,349,27,1,6,Wednesday,negative,dmcartaney,36046
540,Twitter,carousel,2023-12-20 16:15,Feeling down today.,#Memes,1753,18,56,19,1,16,Wednesday,negative,bhoundesomeez,34876
541,Twitter,text,2023-02-06 04:15,Feeling down today.,"#Politics, #Memes",398,172,376,19,2,4,Monday,negative,mwolledgef0,9988
542,Instagram,carousel,2023-08-19 15:00,Not my best day. 😞,"#InstaDaily, #Fitness, #Travel",626,319,102,18,3,15,Saturday,negative,psalergf1,12765
543,Facebook,carousel,2023-11-15 04:15,Loving this new vibe! 😍,"#Community, #Marketing",2171,131,516,23,2,4,Wednesday,positive,bstoddardf2,1379
544,Instagram,image,2023-04-24 17:00,Could be better.,"#Travel, #InstaDaily",1292,233,318,16,2,17,Monday,negative,ksalthousef3,13063
545,Instagram,image,2023-04-20 23:45,Best day ever! 🎉,"#Beauty, #InstaDaily, #Fitness",568,169,250,16,3,23,Thursday,positive,ltanderf4,1046
546,Instagram,carousel,2023-04-05 17:00,Best day ever! 🎉,#Tech,2646,116,536,16,1,17,Wednesday,positive,lmccambroisf5,17585
547,Facebook,poll,2023-11-06 14:15,Loving this new vibe! 😍,#Marketing,476,77,626,23,1,14,Monday,positive,kszachniewiczf6,6645
548,Facebook,poll,2023-05-16 12:00,Here's a quick update.,"#Community, #Family",946,91,954,22,2,12,Tuesday,neutral,zfancourtf7,13030
549,Facebook,image,2023-06-12 13:45,Here's a quick update.,#Community,3436,243,528,22,1,13,Monday,neutral,berrigof8,31175
550,Twitter,poll,2023-04-13 03:00,Here's a quick update.,#Entertainment,2407,160,114,22,1,3,Thursday,neutral,ashowtf9,43240
551,Twitter,image,2023-02-17 13:45,Could be better.,"#Entertainment, #Tech, #Politics",1842,87,19,16,3,13,Friday,negative,mdmytrykfa,48343
552,Twitter,video,2023-01-19 11:30,"New post, check it out!",#Tech,3862,118,340,23,1,11,Thursday,neutral,wmccawfb,49305
553,Twitter,text,2023-05-15 10:30,Feeling down today.,"#Tech, #Sports, #Trending",1522,67,88,19,3,10,Monday,negative,rplumefc,35556
554,Instagram,video,2023-07-11 08:45,Just another day.,#Beauty,2427,103,987,17,1,8,Tuesday,neutral,ecejkafd,26368
555,Twitter,video,2023-11-23 23:15,What do you think?,"#News, #Memes, #Entertainment",2154,146,331,18,3,23,Thursday,neutral,gjonasfe,31481
556,Instagram,poll,2023-07-05 06:45,Not my best day. 😞,"#InstaDaily, #Beauty, #Tech",1753,78,698,18,3,6,Wednesday,negative,jhanhamff,18979
557,Instagram,poll,2023-12-05 08:15,What do you think?,"#InstaDaily, #Photography, #Tech",2330,305,246,18,3,8,Tuesday,neutral,cnolotfg,46334
558,Facebook,text,2023-05-28 03:00,Loving this new vibe! 😍,#Friends,1404,232,292,23,1,3,Sunday,positive,egauvinfh,29219
559,Facebook,image,2023-03-11 01:00,Here's a quick update.,"#Events, #Family, #Social",3792,391,908,22,3,1,Saturday,neutral,nmcenteggartfi,40379
560,Instagram,image,2023-03-14 09:45,What do you think?,"#Beauty, #Fitness, #Photography",4209,444,719,18,3,9,Tuesday,neutral,jextencefj,38326
561,Instagram,image,2023-02-06 04:45,Not my best day. 😞,"#InstaDaily, #Fitness",3538,398,984,18,2,4,Monday,negative,cbentingfk,41332
562,Instagram,video,2023-10-19 11:15,Exciting news! 🚀,"#Fashion, #Travel, #Fitness",4683,68,650,16,3,11,Thursday,positive,broistonefl,17531
563,Twitter,text,2023-02-14 17:15,Feeling down today.,"#Sports, #News, #Tech",1874,93,261,19,3,17,Tuesday,negative,dbaglowfm,15313
564,Instagram,video,2023-04-17 10:45,Here's a quick update.,"#Travel, #Beauty",709,272,729,22,2,10,Monday,neutral,fhattfn,40268
565,Facebook,image,2023-12-13 05:30,Could be better.,"#Family, #Community, #Social",2612,36,936,16,3,5,Wednesday,negative,tstrutherfo,17296
566,Facebook,poll,2023-12-06 22:45,Here's a quick update.,"#Marketing, #Community",4654,429,752,22,2,22,Wednesday,neutral,ayakuninfp,37356
567,Facebook,image,2023-02-25 15:45,"New post, check it out!","#Community, #Family, #Friends",1852,500,939,23,3,15,Saturday,neutral,akuhntfq,19051
568,Instagram,video,2023-11-06 18:30,Loving this new vibe! 😍,"#Tech, #Photography",2659,255,554,23,2,18,Monday,positive,ebrownsworthfr,1879
569,Facebook,poll,2023-01-17 08:15,What do you think?,"#Community, #Social, #Family",4872,256,387,18,3,8,Tuesday,neutral,jrockwillfs,18900
570,Facebook,image,2023-06-09 03:30,Exciting news! 🚀,"#Social, #Marketing",2594,94,841,16,2,3,Friday,positive,dstalfft,11594
571,Twitter,image,2023-01-30 05:00,Amazing experience! 🌟,"#Tech, #Politics",2599,26,31,21,2,5,Monday,positive,hgirckefu,34678
572,Facebook,carousel,2023-05-08 02:45,"New post, check it out!",#Friends,1629,71,3,23,1,2,Monday,neutral,kdebeauchampfv,6341
573,Instagram,image,2023-09-28 07:30,Just another day.,"#Foodie, #Photography",2711,360,119,17,2,7,Thursday,neutral,asideryfw,40000
574,Facebook,video,2023-05-15 16:00,What do you think?,#Marketing,3685,335,520,18,1,16,Monday,neutral,bacorsfx,31203
575,Facebook,text,2023-11-03 21:00,Just another day.,"#Friends, #Events",3250,171,110,17,2,21,Friday,neutral,jhurlefy,47590
576,Instagram,poll,2023-10-18 18:00,Disappointed but moving on.,"#Photography, #Travel",5000,216,839,27,2,18,Wednesday,negative,gdodswellfz,32724
577,Twitter,video,2023-05-05 17:15,Disappointed but moving on.,"#Memes, #Trending",306,246,70,27,2,17,Friday,negative,ascartifieldg0,12296
